,cost,numRoom,NameRoom,square,squareKitchen,floor,repair,warmFloor,SellingMethod,ceilingHeight,livingSpace,Appliances,Balcony,Furniture,Toilet,TransactionType,TypeRoom,name,district,districtName,typeHome,yearBuilding,floorInHome,passengerElevator,freightElevator,nameHome,frame,officialDeveloper,participationType,deadLine,inHome,parking,yard
6853,5550000,1,1,46.0,15.0,5,Дизайнерский,,Свободная,2.7,18.0,"Холодильник,Стиральная машина,Водонагреватель",Лоджия,"Кухня,Спальные места",Совмещенный,,,"Пермский край, Пермь, ул. Вильгельма де Геннина, 3",3.0,р-н Свердловский,Монолитный,2021,25.0,2,2,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6854,5100000,2,2,45.0,19.0,9,Косметический,,Свободная,2.8,23.0,,Лоджия,,Совмещенный,Возможна ипотека,Смежные,"Пермский край, Пермь, ул. Вильгельма де Геннина, 3",3.0,р-н Свердловский,Монолитный,2021,25.0,2,2,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6855,4130000,3,3,61.0,38.0,3,Косметический,,Альтернативная,,,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Лодыгина, 54/1",3.0,р-н Свердловский,Панельный,1983,9.0,1,,,,,,,,,
6856,17500000,999,Свободная планировка,270.0,,2,Косметический,,Свободная,2.7,200.0,,Лоджия,,Раздельный,,,"Пермский край, Пермь, ул. Тимирязева, 26",3.0,р-н Свердловский,Кирпичный,2005,10.0,нет,нет,,,,,,"Мусоропровод,Газ",Открытая во дворе,"Детская площадка,Спортивная площадка"
6857,2900000,1,1,34.0,8.0,8,Дизайнерский,,Свободная,,,,Балкон,,Раздельный,Возможна ипотека,,"Пермь, улица Старцева, 5",1.0,р-н Мотовилихинский,Панельный,1986,9.0,1,,,,,,,"Мусоропровод,Газ",Открытая во дворе,"Детская площадка,Спортивная площадка"
6858,2750000,1,1,30.0,5.9,1,Косметический,,Свободная,,17.2,,,,Раздельный,Возможна ипотека,,"Пермский край, Пермь, ш. Космонавтов, 102",5.0,р-н Дзержинский,Панельный,,5.0,,,,,,,,Газ,Открытая во дворе,
6859,6800000,3,3,71.5,9.5,8,Дизайнерский,,Свободная,,39.8,"Кондиционер,Водонагреватель",Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Янаульская ул., 30",6.0,р-н Орджоникидзевский,Панельный,2002,10.0,1,,,,,,,Газ,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
6860,4390000,2,2,43.9,6.0,4,Косметический,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Ленина, 59",5.0,р-н Дзержинский,Кирпичный,,5.0,,,,,,,,,,
6861,4450000,2,2,42.0,6.0,5,Евро,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Ленина, 59",5.0,р-н Дзержинский,Кирпичный,,5.0,,,,,,,,,,
6862,3600000,2,2,46.9,6.4,5,Евро,,Свободная,,,,Балкон,,,,Изолированные,"Пермский край, Пермь, Волгодонская ул., 14",4.0,р-н Кировский,Панельный,,5.0,,,,,,,,,,
6863,1680000,0,Студия,18.0,,5,Дизайнерский,,Свободная,,,,,Кухня,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ш. Космонавтов, 84А",5.0,р-н Дзержинский,Кирпичный,1975,9.0,1,,,,,,,,Открытая во дворе,Детская площадка
6864,1670000,0,Студия,18.0,,4,Косметический,,Свободная,2.6,,,,,Совмещенный,,,"Пермский край, Пермь, ш. Космонавтов, 84А",5.0,р-н Дзержинский,Кирпичный,1975,9.0,1,,,,,,,,Открытая во дворе,Детская площадка
6865,3250000,2,2,42.0,6.0,4,Косметический,,Альтернативная,,,,Балкон,,Совмещенный,,Смежные,"Пермский край, Пермь, Вижайская ул., 15",3.0,р-н Свердловский,Кирпичный,,5.0,нет,нет,,,,,,Газ,,
6866,6000000,2,2,61.2,7.0,2,Косметический,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, Комсомольский пр-т, 31А",2.0,р-н Ленинский,Кирпичный,,5.0,,,,,,,,,,
6867,7990000,3,3,86.4,10.0,9,Евро,,Свободная,,,,Балкон,,,,Изолированные,"Пермский край, Пермь, ул. Левченко, 29",7.0,р-н Индустриальный,Блочный,,14.0,,,,,,,,,,
6868,3300000,1,1,34.1,8.9,4,Косметический,,Свободная,,,,Балкон,,,,,"Пермский край, Пермь, Уральская ул., 47",1.0,р-н Мотовилихинский,Панельный,,9.0,,,,,,,,,,
6869,2450000,1,1,31.0,17.0,1,Косметический,,Свободная,,6.0,,,"Кухня,Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Баумана, 31",7.0,р-н Индустриальный,Кирпичный,,5.0,нет,,,,,,,,Открытая во дворе,Детская площадка
6870,3999000,2,2,44.0,6.0,3,Требует ремонта,,Свободная,270.0,28.0,,Балкон,Кухня,Совмещенный,,Смежные,"Пермский край, Пермь, Пионерская ул., 12",3.0,р-н Свердловский,Кирпичный,1963,5.0,нет,нет,,,,,,Газ,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6871,4490000,2,2,44.0,6.0,4,Косметический,,Свободная,,30.0,,Балкон,"Кухня,Спальные места",Совмещенный,Возможна ипотека,Смежные,"Пермский край, Пермь, Пионерская ул., 12",3.0,р-н Свердловский,Кирпичный,1963,5.0,нет,нет,,,,,,Газ,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6872,4850000,2,2,57.0,9.4,9,Косметический,,Свободная,2.8,34.3,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, ул. Маяковского, 41А",5.0,р-н Дзержинский,Панельный,2014,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
6873,3230000,1,1,37.8,9.0,1,Косметический,,Свободная,,,,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,,"Пермский край, Пермь, ул. Маяковского, 41А",5.0,р-н Дзержинский,Панельный,2014,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
6874,4650000,2,2,56.2,9.4,2,Косметический,,Свободная,,,,Балкон,"Кухня,Хранение одежды,Спальные места",Раздельный,,Изолированные,"Пермский край, Пермь, ул. Маяковского, 41А",5.0,р-н Дзержинский,Панельный,2014,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
6875,3050000,2,2,36.0,6.0,1,Косметический,,Свободная,3.0,,,,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Качалова, 26",7.0,р-н Индустриальный,Кирпичный,1957,4.0,,,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
6876,3250000,1,1,30.9,6.6,3,Косметический,,Свободная,,,,Балкон,,,,,"Пермский край, Пермь, Уинская ул., 38",1.0,р-н Мотовилихинский,Кирпичный,,5.0,,,,,,,,,,
6877,1700000,1,1,31.6,6.0,1,Косметический,,Свободная,,,,,,,,,"Пермский край, Пермский муниципальный округ, пос. Ферма, ул. Строителей, 24",,,Кирпичный,,2.0,,,,,,,,,,
6878,1890000,0,Студия,33.2,,3,Евро,,Свободная,,,,Балкон,,,,,"Пермский край, Пермь, ул. Журналиста Дементьева, 48",1.0,р-н Мотовилихинский,Блочный,,3.0,,,,,,,,,,
6879,4150000,1,1,35.5,10.0,5,Евро,,Свободная,,,,Балкон,,,,,"Пермский край, Пермь, Запорожская ул., 1/1",3.0,р-н Свердловский,Кирпичный,,17.0,,,,,,,,,,
6880,3250000,1,1,31.0,6.0,1,Евро,,Свободная,,19.5,,,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Екатерининская ул., 198",5.0,р-н Дзержинский,Кирпичный,1963,5.0,,,,,,,,,,
6881,6300000,4,4,92.9,14.9,2,Косметический,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Космонавта Леонова, 43Б",7.0,р-н Индустриальный,Кирпичный,1976,5.0,,,,,,,,,,
6882,1770000,0,Студия,18.0,,5,Дизайнерский,,Свободная,,,,,Кухня,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Космонавта Леонова, 43Б",7.0,р-н Индустриальный,Кирпичный,1976,5.0,,,,,,,,,,
6883,4650000,2,2,87.7,38.0,5,Дизайнерский,Есть,Свободная,2.6,26.5,"Холодильник,Стиральная машина","Балкон,Лоджия","Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Космонавта Леонова, 43Б",7.0,р-н Индустриальный,Кирпичный,1976,5.0,,,,,,,,,,
6884,4770000,2,2,49.5,9.5,10,Косметический,,Альтернативная,2.6,30.0,Кондиционер,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, б-р Гагарина, 56",1.0,р-н Мотовилихинский,Панельный,1981,12.0,,2,,,,,,Мусоропровод,,
6885,3350000,1,1,32.7,9.4,10,Требует ремонта,,Свободная,2.6,17.2,,Балкон,,Раздельный,,,"Пермский край, Пермь, б-р Гагарина, 56",1.0,р-н Мотовилихинский,Панельный,1981,12.0,,2,,,,,,Мусоропровод,,
6886,5410000,3,3,66.4,9.4,5,Косметический,,Свободная,,47.0,,Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, б-р Гагарина, 56",1.0,р-н Мотовилихинский,Панельный,1981,12.0,,2,,,,,,Мусоропровод,,
6887,3499000,2,2,47.3,6.0,4,Косметический,,Свободная,,30.0,,Балкон,,Раздельный,,Изолированные,"Пермский край, Пермь, ул. Маяковского, 37",5.0,р-н Дзержинский,Кирпичный,,5.0,,,,,,,,Газ,Открытая во дворе,Детская площадка
6888,4067000,1,1,36.6,8.0,8,Косметический,,Свободная,,18.0,,Лоджия,,,,,"Пермский край, Пермь, Уинская ул., 1",1.0,р-н Мотовилихинский,Кирпичный,,10.0,1,,,,,,,"Мусоропровод,Газ",,
6889,3965000,3,3,63.0,8.0,5,Евро,,Свободная,,55.0,,Балкон,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермь, улица Добролюбова, 24",1.0,р-н Мотовилихинский,Панельный,,5.0,нет,нет,,,,,,Газ,За шлагбаумом во дворе,Закрытая территория
6890,3150000,2,2,43.1,6.0,5,Косметический,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Льва Шатрова, 22",3.0,р-н Свердловский,Кирпичный,,5.0,,,,,,,,,,
6891,4500000,3,3,57.3,5.7,2,Косметический,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Мира, 7",7.0,р-н Индустриальный,Блочный,,5.0,,,,,,,,,,
6892,4300000,2,2,50.0,8.0,1,Требует ремонта,,Свободная,,29.0,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, Монастырская ул., 119",5.0,р-н Дзержинский,Кирпичный,1979,5.0,нет,нет,,,,,,"Мусоропровод,Газ",,
6893,5490000,3,3,60.1,7.9,6,Требует ремонта,,Свободная,,,,Балкон,,,,Изолированные,"Пермский край, Пермь, Пермская ул., 160",2.0,р-н Ленинский,Панельный,,9.0,,,,,,,,,,
6894,9950000,3,3,90.0,16.0,11,Евро,,Свободная,,50.0,,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермь, Стахановская улица, 45Б",7.0,р-н Индустриальный,Кирпичный,,19.0,1,1,,,,,,"Консьерж,Мусоропровод","Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6895,4300000,2,2,54.0,8.0,8,Требует ремонта,,Свободная,,32.0,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Уральская ул., 47А",1.0,р-н Мотовилихинский,Панельный,,16.0,1,1,,,,,,Консьерж,Открытая во дворе,Детская площадка
6896,5100000,2,2,64.3,10.4,11,Евро,,Свободная,,39.5,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермь, Хабаровская улица, 62",5.0,р-н Дзержинский,Монолитно-кирпичный,2010,16.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
6897,5990000,2,2,61.8,12.9,21,Косметический,,Свободная,2.8,34.1,Посудомоечная машина,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермь, улица Грибоедова, 74",1.0,р-н Мотовилихинский,Монолитный,2016,25.0,2,2,,,,,,"Консьерж,Мусоропровод,Газ",Открытая во дворе,"Детская площадка,Спортивная площадка"
6898,4250000,1,1,45.9,14.0,2,Евро,,Свободная,1.8,22.0,,Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермь, улица Грибоедова, 74",1.0,р-н Мотовилихинский,Монолитный,2016,25.0,2,2,,,,,,"Консьерж,Мусоропровод,Газ",Открытая во дворе,"Детская площадка,Спортивная площадка"
6899,3750000,2,2,53.4,7.7,3,Требует ремонта,,Свободная,2.6,29.9,,Лоджия,Хранение одежды,Раздельный,,Изолированные,"Пермь, улица Карбышева, 38",6.0,р-н Орджоникидзевский,Кирпичный,1994,10.0,1,,,,,,,Мусоропровод,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6900,4500000,3,3,56.5,27.0,1,Косметический,,Свободная,,,,,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Мира, 122",7.0,р-н Индустриальный,Кирпичный,,5.0,,,,,,,,,,
6901,4600000,1,1,35.1,9.1,3,Косметический,,Свободная,,15.5,Стиральная машина,Лоджия,Кухня,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Лебедева, 40А",1.0,р-н Мотовилихинский,Кирпичный,2016,9.0,1,1,,,,,,Консьерж,Подземная,Закрытая территория
6902,10200000,3,3,80.0,10.6,2,Евро,,Свободная,2.7,40.6,,Лоджия,"Кухня,Хранение одежды",Раздельный,,Изолированные,"Пермский край, Пермь, ул. Лебедева, 40А",1.0,р-н Мотовилихинский,Кирпичный,2016,9.0,1,1,,,,,,Консьерж,Подземная,Закрытая территория
6903,3550000,1,1,32.9,6.1,9,Косметический,,Свободная,,19.5,,Балкон,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Мильчакова, 23",5.0,р-н Дзержинский,Кирпичный,1976,9.0,1,нет,,,,,,"Мусоропровод,Газ",,"Детская площадка,Спортивная площадка"
6904,3560000,1,1,33.8,5.5,5,Косметический,,Свободная,,19.3,,Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Мильчакова, 23",5.0,р-н Дзержинский,Кирпичный,1976,9.0,1,нет,,,,,,"Мусоропровод,Газ",,"Детская площадка,Спортивная площадка"
6905,1250000,0,Студия,12.9,,1,Косметический,,Свободная,,,Холодильник,,"Кухня,Спальные места",Раздельный,,,"Пермский край, Пермь, ул. КИМ, 91",1.0,р-н Мотовилихинский,Монолитно-кирпичный,1962,5.0,нет,нет,,,,,,Консьерж,Открытая во дворе,Детская площадка
6906,3100000,2,2,43.3,6.0,4,Косметический,,Альтернативная,,,,Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Ямпольская ул., 12",4.0,р-н Кировский,Панельный,,5.0,,,,,,,,Газ,Открытая во дворе,Детская площадка
6907,2500000,1,1,30.7,5.7,3,Требует ремонта,,Свободная,,18.6,,Балкон,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Студенческая ул., 30",1.0,р-н Мотовилихинский,Кирпичный,1962,5.0,,,,,,,,Газ,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
6908,3650000,2,2,44.0,6.0,1,Евро,,Свободная,,31.0,,,Кухня,Совмещенный,,Смежные,"Пермский край, Пермь, ул. Братьев Игнатовых, 17А",7.0,р-н Индустриальный,Панельный,,5.0,,,,,,,,Газ,Открытая во дворе,
6909,3290000,3,3,47.7,6.0,5,Требует ремонта,,Свободная,,,,Балкон,,Раздельный,,"Изолированные,Смежные","Пермский край, Пермь, ул. Космонавта Леонова, 50",7.0,р-н Индустриальный,Панельный,,5.0,,,,,,,,,,
6910,3900000,1,1,46.0,13.0,21,Косметический,,Свободная,,19.0,,Лоджия,,Раздельный,,,"Пермский край, Пермь, ул. Грибоедова, 72",1.0,р-н Мотовилихинский,Монолитный,,25.0,1,1,,,,,,,"Открытая во дворе,За шлагбаумом во дворе","Детская площадка,Спортивная площадка"
6911,4750000,1,1,37.6,8.3,12,Евро,,Свободная,2.6,,"Кондиционер,Водонагреватель",Лоджия,,Раздельный,,,"Пермский край, Пермь, Парковый пр-т, 1А",5.0,р-н Дзержинский,Панельный,,16.0,1,1,,,,,,Мусоропровод,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
6912,4500000,3,3,60.2,7.6,8,Евро,,Свободная,,43.8,"Холодильник,Стиральная машина","Балкон,Лоджия","Кухня,Хранение одежды,Спальные места",Раздельный,Возможна ипотека,"Изолированные,Смежные","Пермский край, Пермь, ул. Гашкова, 25",1.0,р-н Мотовилихинский,Панельный,1977,9.0,1,,,,,,,"Мусоропровод,Газ",,
6913,3270000,2,2,43.5,7.5,4,Косметический,,Свободная,,27.5,Водонагреватель,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Гашкова, 25",1.0,р-н Мотовилихинский,Панельный,1977,9.0,1,,,,,,,"Мусоропровод,Газ",,
6914,4350000,2,2,52.6,8.8,7,Косметический,,Свободная,2.7,31.0,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Архитектора Свиязева, 12",7.0,р-н Индустриальный,Панельный,2001,10.0,1,,,,,,,Мусоропровод,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
6915,3499999,1,1,32.0,5.8,4,Евро,,Свободная,2.5,19.0,,Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Крисанова, 29",5.0,р-н Дзержинский,Панельный,1965,5.0,нет,нет,,,,,,,Открытая во дворе,Спортивная площадка
6916,4900000,3,3,59.7,7.5,7,Требует ремонта,,Свободная,,43.2,,"Балкон,Лоджия",,Раздельный,,Изолированные,"Пермский край, Пермь, Парковый пр-т, 6",5.0,р-н Дзержинский,Панельный,1984,9.0,,,,,,,,Мусоропровод,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6917,5200000,3,3,60.5,7.7,6,Требует ремонта,,Свободная,,13.0,Водонагреватель,"Балкон,Лоджия",Кухня,Совмещенный,,Изолированные,"Пермский край, Пермь, Парковый пр-т, 6",5.0,р-н Дзержинский,Панельный,1984,9.0,,,,,,,,Мусоропровод,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6918,5000000,3,3,59.7,7.0,7,Косметический,,Свободная,,52.0,,"Балкон,Лоджия",,Раздельный,,Смежные,"Пермский край, Пермь, Парковый пр-т, 6",5.0,р-н Дзержинский,Панельный,1984,9.0,,,,,,,,Мусоропровод,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6919,4499000,2,2,43.4,7.7,2,Косметический,,Свободная,2.6,27.6,Водонагреватель,Лоджия,Хранение одежды,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Парковый пр-т, 6",5.0,р-н Дзержинский,Панельный,1984,9.0,,,,,,,,Мусоропровод,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6920,5150000,3,3,72.5,12.0,1,Дизайнерский,Есть,Свободная,,,,,,Раздельный,Возможна ипотека,Изолированные,"Пермь, улица Гашкова, 53",1.0,р-н Мотовилихинский,Панельный,2018,12.0,1,1,,,,,,Консьерж,"Подземная,Открытая во дворе","Детская площадка,Спортивная площадка"
6921,3390000,1,1,31.8,8.9,7,Дизайнерский,Есть,Свободная,2.7,21.3,,Лоджия,Кухня,Раздельный,Возможна ипотека,,"Пермь, улица Гашкова, 53",1.0,р-н Мотовилихинский,Панельный,2018,12.0,1,1,,,,,,Консьерж,"Подземная,Открытая во дворе","Детская площадка,Спортивная площадка"
6922,3500000,2,2,43.2,6.0,4,Евро,,Свободная,,,"Кондиционер,Холодильник,Стиральная машина",,"Кухня,Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,Изолированные,"Пермь, улица Мира, 106",7.0,р-н Индустриальный,Кирпичный,,5.0,,,,,,,,,,
6923,1890000,1,1,31.2,7.3,1,Косметический,,Свободная,2.8,17.5,"Холодильник,Стиральная машина",,"Кухня,Спальные места",Совмещенный,,,"Пермский край, Пермь, Новосибирская ул., 20",3.0,р-н Свердловский,Кирпичный,1960,2.0,нет,,,,,,,Газ,Открытая во дворе,
6924,3490000,2,2,43.5,6.0,1,Косметический,Есть,Свободная,,31.0,,,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Братская ул., 6",3.0,р-н Свердловский,Панельный,1968,5.0,нет,нет,,,,,,Газ,Открытая во дворе,Спортивная площадка
6925,4800000,1,1,37.0,8.0,16,Евро,Есть,Свободная,,18.0,,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Сапфирная ул., 16",1.0,р-н Мотовилихинский,Монолитный,2020,16.0,,2,,,,,,,Открытая во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
6926,8550000,3,3,82.0,22.0,7,Требует ремонта,,Свободная,2.7,60.0,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермь, улица Карпинского, 49А, подъезд 1",7.0,р-н Индустриальный,Монолитно-кирпичный,2021,19.0,1,1,,,,,,Консьерж,"Подземная,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
6927,6650000,2,2,46.5,17.0,21,Евро,,Альтернативная,,29.0,,Балкон,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Теплогорская ул., 24к5",7.0,р-н Индустриальный,Монолитный,2022,20.0,1,1,,,,,,,,"Закрытая территория,Детская площадка,Спортивная площадка"
6928,7500000,2,2,61.2,15.0,4,Евро,,Альтернативная,2.7,30.0,,Лоджия,Кухня,Совмещенный,,Изолированные,"Пермский край, Пермь, Теплогорская ул., 24к5",7.0,р-н Индустриальный,Монолитный,2022,20.0,1,1,,,,,,,,"Закрытая территория,Детская площадка,Спортивная площадка"
6929,7700000,2,2,60.0,15.0,20,Евро,,Свободная,,,,Лоджия,"Кухня,Хранение одежды","Совмещенный,Раздельный",Возможна ипотека,Изолированные,"Пермский край, Пермь, Теплогорская ул., 24к5",7.0,р-н Индустриальный,Монолитный,2022,20.0,1,1,,,,,,,,"Закрытая территория,Детская площадка,Спортивная площадка"
6930,3100000,2,2,43.5,6.0,3,Косметический,,Свободная,,30.0,,,,Совмещенный,Возможна ипотека,Смежные,"Пермский край, Пермь, ул. Одоевского, 21",7.0,р-н Индустриальный,Кирпичный,1962,5.0,нет,нет,,,,,,Газ,Открытая во дворе,
6931,4290000,3,3,68.4,9.6,4,Косметический,,Свободная,2.5,47.0,,"Балкон,Лоджия","Кухня,Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Моторостроителей, 8",3.0,р-н Свердловский,Панельный,1976,9.0,1,нет,,,,,,"Мусоропровод,Газ",Открытая во дворе,"Детская площадка,Спортивная площадка"
6932,2990000,0,Студия,30.0,,5,Косметический,,Свободная,,,,Лоджия,Кухня,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Батумская ул., 8",4.0,р-н Кировский,Кирпичный,2015,16.0,1,1,,,,,,,Открытая во дворе,Детская площадка
6933,4650000,3,3,61.3,7.7,9,Евро,,Свободная,2.5,44.7,,"Балкон,Лоджия","Кухня,Хранение одежды",Раздельный,Возможна ипотека,"Изолированные,Смежные","Пермский край, Пермь, ул. КИМ, 7",1.0,р-н Мотовилихинский,Панельный,1974,9.0,1,нет,,,,,,Мусоропровод,Открытая во дворе,Детская площадка
6934,4100000,3,3,57.8,9.7,7,Косметический,,Свободная,2.6,39.6,,Балкон,,Раздельный,,"Изолированные,Смежные","Пермский край, Пермь, ул. Анвара Гатауллина, 29к2",3.0,р-н Свердловский,Панельный,1984,9.0,1,,,,,,,Мусоропровод,Открытая во дворе,"Детская площадка,Спортивная площадка"
6935,1700000,1,1,17.6,4.0,2,Евро,,Свободная,,13.0,,,,Совмещенный,,,"Пермский край, Пермь, б-р Гагарина, 81/3",1.0,р-н Мотовилихинский,Кирпичный,1965,5.0,,,,,,,,Консьерж,,
6936,3490000,2,2,43.1,6.0,5,Косметический,,Свободная,2.5,28.2,,Балкон,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Патриса Лумумбы, 17",1.0,р-н Мотовилихинский,Панельный,1963,5.0,,,,,,,,Газ,Открытая во дворе,Детская площадка
6937,3900000,1,1,38.0,9.3,8,Косметический,,Альтернативная,,,,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Ивановская ул., 14А",1.0,р-н Мотовилихинский,Монолитно-кирпичный,2015,9.0,,1,,,,,,"Консьерж,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
6938,3300000,1,1,31.2,6.7,1,Косметический,,Альтернативная,2.5,17.2,Кондиционер,Лоджия,"Кухня,Хранение одежды",Раздельный,,,"Пермь, улица Николая Островского, 111А",3.0,р-н Свердловский,Кирпичный,1987,9.0,1,,,,,,,Мусоропровод,Открытая во дворе,
6939,4380000,2,2,43.4,7.1,8,Косметический,,Свободная,,27.2,Кондиционер,Лоджия,"Кухня,Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Карпинского, 75А",7.0,р-н Индустриальный,Панельный,,9.0,1,,,,,,,Газ,Открытая во дворе,Детская площадка
6940,2300000,1,1,30.2,6.0,2,Косметический,,Свободная,,18.3,,,,Совмещенный,,,"Пермский край, Пермь, Закамская ул., 35",4.0,р-н Кировский,Кирпичный,1967,5.0,,,,,,,,,,
6941,4030000,1,1,37.9,9.5,11,Косметический,,Альтернативная,2.7,20.5,,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермь, улица Красные Казармы, 68",3.0,р-н Свердловский,Монолитный,2018,15.0,1,1,,,,,,Мусоропровод,,"Детская площадка,Спортивная площадка"
6942,11000000,2,2,56.0,22.0,8,Косметический,,Свободная,3.0,,"Кондиционер,Стиральная машина,Посудомоечная машина,Водонагреватель",Лоджия,"Кухня,Хранение одежды",Совмещенный,,Изолированные,"Пермский край, Пермь, ул. Революции, 21Б",3.0,р-н Свердловский,Монолитный,2011,21.0,,,,,,,,Консьерж,"Подземная,Наземная многоуровневая,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
6943,4050000,2,2,43.6,9.0,3,Евро,,Свободная,2.8,34.6,Кондиционер,Лоджия,"Кухня,Хранение одежды,Спальные места",Совмещенный,,Изолированные,"Пермь, улица Гусарова, 9",3.0,р-н Свердловский,Панельный,1978,9.0,1,нет,,,,,,"Мусоропровод,Газ",Открытая во дворе,
